  -4.78758700E-02   3.12109590E-02   4.86368634E-04  -7.48740211E-02
   1.35109178E-03  -3.24886739E-02  -1.04728565E-02  -1.18766325E-02
  -3.57910944E-03  -3.36469822E-02   3.76418345E-02 -0.104845814    
  -4.97483499E-02  -4.58187759E-02  -4.74110730E-02 -0.158157468    
   4.35235724E-02   1.29256705E-02  -1.48222549E-02  0.140223622    
  -1.67087838E-02   1.99708715E-02   1.18524889E-02   1.07211733E-08
  -4.44400422E-02   1.91721227E-03   3.51821259E-02   2.51783425E-12
   4.64079753E-02   3.23161297E-02   4.59777936E-02   1.62225390E-07
   3.52393351E-02   1.78919826E-03   4.78189699E-02   4.32042543E-05
   9.80415754E-03   4.43618633E-02   2.89824093E-03   1.05035033E-05
   5.54909278E-03   2.20977310E-02  -2.58743428E-02   2.51783425E-12
   2.49031316E-02  -3.09120100E-02   4.60308418E-02   1.01390869E-08
   5.22032147E-04  -2.14423761E-02   3.83063741E-02   1.76635440E-04
  -4.31641527E-02  -1.85651965E-02   1.57398395E-02   4.17214281E-08
  -6.14884123E-03  -3.73125635E-02   2.98261028E-02   2.51783425E-12
   9.32470430E-03   3.85270640E-02  -2.00684406E-02   2.64019400E-06
   2.26016343E-02   4.03660908E-02  -1.44766942E-02   4.31229807E-08
   4.94920611E-02  -4.74740118E-02  -3.06145549E-02   2947.13672    
   3.20058800E-02  -3.17183472E-02  -1.03212120E-02   9.78798726E-12
   2.01995168E-02  -3.28960307E-02  -4.02297415E-02   2.60741828E-09
  -2.23082043E-02   4.67558168E-02  -3.85501459E-02   1.06213192E-05
  -2.47235522E-02   4.37346846E-02   9.03101731E-03   2867.51343    
   4.59641144E-02  -8.91761202E-03   1.82789043E-02   9.78798726E-12
  -2.81769689E-02   1.35684982E-02  -4.38174419E-02   6.44578613E-10
  -2.78911106E-02   5.02292477E-02   1.82618655E-03   1.69679709E-07
  -1.22485477E-02   4.40017618E-02  -1.07478518E-02   2819.20068    
   2.58540809E-02   3.49194892E-02   1.74719095E-02   9.78798726E-12
  -4.29746285E-02  -2.09265901E-03   4.60652709E-02   6.63773790E-07
  -4.15886864E-02  -4.37676758E-02   3.22120897E-02   4.21934807E-08
   8.23278073E-03  -4.78522703E-02  -1.61335152E-02   2819.57520    
   3.43295489E-03  -4.84837443E-02  -4.12542894E-02   6.26431185E-10
   8.54268030E-04   4.93476726E-02   5.14342114E-02   2.66625078E-09
