   1.04031360      0.975429714       1.03621531      0.994921207    
   3.22023779E-02  -9.07156058E-03   3.01291402E-02  -3.08727417E-02
  -1.65976994E-02  -3.32258176E-03  -4.12110277E-02  -5.76126203E-02
   2.32792478E-02  -4.28218544E-02   3.10003236E-02  -2.64468733E-02
  -7.24030600E-04   3.49108092E-02   1.03591289E-03  -6.31798059E-02
  -2.97474097E-02   7.03930855E-03  -1.83199979E-02  -2.58889347E-02
  -3.91393304E-02  -1.13588560E-03  -3.07054650E-02  -6.12611547E-02
   0.00000000       4.69875000E-02   8.48692469E-03   3.88420117E-03
   0.00000000      -2.04281006E-02   4.01939489E-02  -7.76968896E-02
   0.00000000       3.51636969E-02  -5.40877599E-03  -4.30414230E-02
   0.00000000      -4.15021405E-02  -5.57312779E-02  -1.79883894E-02
   0.00000000       4.13877554E-02  -4.08305712E-02  -3.88584211E-02
   0.00000000       1.83787718E-02   4.33690213E-02  -5.36968112E-02
   0.00000000      -4.63538244E-02   1.78640541E-02  -6.13805614E-02
   0.00000000      -3.26770470E-02  -2.28604693E-02  -3.88195403E-02
   0.00000000      -1.94305647E-02   6.95227785E-03  -7.21957386E-02
   0.00000000      -5.49533684E-03   1.56312604E-02  -6.00144379E-02
   0.00000000       1.52029274E-02   1.85956694E-02  -7.13290507E-03
   0.00000000      -2.96827108E-02  -3.59948464E-02  -2.78338380E-02
   0.00000000      -1.22364759E-02  -3.83124501E-03  -6.81442693E-02
   0.00000000      -1.36815989E-02   3.69273685E-02   2.49282783E-03
   0.00000000      -4.91215028E-02  -4.15080264E-02  -7.77290165E-02
   0.00000000      -2.29078829E-02  -2.03051679E-02  -1.25112822E-02
   0.00000000       2.02710629E-02  -1.20833470E-02   9.59056022E-04
   0.00000000      -1.83083322E-02  -4.95527824E-03  -3.80239636E-02
   0.00000000       3.24026123E-02   1.64536983E-02  -6.07476160E-02
   0.00000000      -4.81966510E-02   3.00981775E-02   2.55625765E-03
   0.00000000      -4.21317406E-02   3.34487483E-02  -6.68669939E-02
   0.00000000      -2.89674327E-02   2.51651322E-03  -7.40274563E-02
   0.00000000       8.04390851E-03   4.15946245E-02  -7.22733140E-02
   0.00000000      -3.12946923E-02   9.04821511E-03  -7.69839585E-02
   0.00000000      -4.85275500E-02   9.83907841E-03  -6.95367754E-02
  -2.57854182E-02  -3.67184207E-02  -5.31479083E-02  -6.93483055E-02
   1.01238787      0.958070219      0.992877185      0.993167341    
   4.12851572E-02   9.47289262E-03  -1.12629402E-02  -1.95172448E-02
  -4.71764803E-02   4.72404249E-02   2.66741775E-02  -6.21494278E-02
   4.02146690E-02   1.98605992E-02   4.30456288E-02   7.62509182E-03
   4.06599008E-02   2.64282469E-02  -2.61564013E-02  -6.84147850E-02
  -4.21936512E-02  -3.72235402E-02  -5.36113307E-02   5.86161343E-03
   0.00000000       3.67353074E-02  -5.11847287E-02  -1.83509309E-02
   0.00000000      -2.10672989E-02   1.88663080E-02  -1.29565774E-02
   0.00000000      -2.28037387E-02   1.58745516E-02  -5.84175102E-02
   0.00000000      -2.18362547E-02  -5.27630411E-02  -1.84048209E-02
   0.00000000       3.41964625E-02  -3.10521806E-03  -6.05166629E-02
   0.00000000      -4.78107259E-02   3.93014364E-02   8.66619498E-03
   0.00000000      -1.95649061E-02   4.02349085E-02  -5.49105406E-02
   0.00000000       6.93575363E-04   6.58063823E-03   1.49081191E-02
   0.00000000      -1.22076627E-02  -4.41326462E-02  -7.12665496E-04
   0.00000000       4.89735007E-02  -4.48083580E-02  -4.96719033E-02
   0.00000000      -3.04302853E-02   1.75479241E-02   3.08248848E-02
   0.00000000       1.94521099E-02  -2.96723060E-02   1.33204348E-02
   0.00000000       2.84148473E-02  -2.73743621E-03  -2.43471544E-02
   0.00000000      -2.01780200E-02  -3.46940123E-02   2.63989288E-02
   0.00000000      -7.14320503E-03  -3.77120413E-02  -4.41643000E-02
   0.00000000      -4.81605753E-02  -4.13209945E-02   7.18713505E-03
   0.00000000       6.25577741E-05  -8.79977271E-03  -4.25256006E-02
   0.00000000       3.69268209E-02  -1.32110212E-02   1.26345893E-02
